year,avg_life_exp,country_code,Country_Name
1960,,CYM,Cayman Islands
1961,,CYM,Cayman Islands
1962,,CYM,Cayman Islands
1963,,CYM,Cayman Islands
1964,,CYM,Cayman Islands
1965,,CYM,Cayman Islands
1966,,CYM,Cayman Islands
1967,,CYM,Cayman Islands
1968,,CYM,Cayman Islands
1969,,CYM,Cayman Islands
1970,,CYM,Cayman Islands
1971,,CYM,Cayman Islands
1972,,CYM,Cayman Islands
1973,,CYM,Cayman Islands
1974,,CYM,Cayman Islands
1975,,CYM,Cayman Islands
1976,,CYM,Cayman Islands
1977,,CYM,Cayman Islands
1978,,CYM,Cayman Islands
1979,,CYM,Cayman Islands
1980,,CYM,Cayman Islands
1981,,CYM,Cayman Islands
1982,,CYM,Cayman Islands
1983,,CYM,Cayman Islands
1984,,CYM,Cayman Islands
1985,,CYM,Cayman Islands
1986,,CYM,Cayman Islands
1987,,CYM,Cayman Islands
1988,,CYM,Cayman Islands
1989,,CYM,Cayman Islands
1990,,CYM,Cayman Islands
1991,,CYM,Cayman Islands
1992,,CYM,Cayman Islands
1993,,CYM,Cayman Islands
1994,,CYM,Cayman Islands
1995,,CYM,Cayman Islands
1996,,CYM,Cayman Islands
1997,,CYM,Cayman Islands
1998,,CYM,Cayman Islands
1999,,CYM,Cayman Islands
2000,,CYM,Cayman Islands
2001,,CYM,Cayman Islands
2002,,CYM,Cayman Islands
2003,,CYM,Cayman Islands
2004,,CYM,Cayman Islands
2005,,CYM,Cayman Islands
2006,,CYM,Cayman Islands
2007,,CYM,Cayman Islands
2008,,CYM,Cayman Islands
2009,,CYM,Cayman Islands
2010,84.7,CYM,Cayman Islands
2011,,CYM,Cayman Islands
2012,,CYM,Cayman Islands
2013,,CYM,Cayman Islands
2014,,CYM,Cayman Islands
2015,,CYM,Cayman Islands
2016,,CYM,Cayman Islands
2017,,CYM,Cayman Islands
2018,,CYM,Cayman Islands
2019,,CYM,Cayman Islands
2020,,CYM,Cayman Islands
2021,,CYM,Cayman Islands
2022,,CYM,Cayman Islands
2023,,CYM,Cayman Islands
2024,,CYM,Cayman Islands
2025,,CYM,Cayman Islands
2026,,CYM,Cayman Islands
2027,,CYM,Cayman Islands
2028,,CYM,Cayman Islands
2029,,CYM,Cayman Islands
2030,,CYM,Cayman Islands
2031,,CYM,Cayman Islands
2032,,CYM,Cayman Islands
2033,,CYM,Cayman Islands
2034,,CYM,Cayman Islands
2035,,CYM,Cayman Islands
2036,,CYM,Cayman Islands
2037,,CYM,Cayman Islands
2038,,CYM,Cayman Islands
2039,,CYM,Cayman Islands
2040,,CYM,Cayman Islands
2041,,CYM,Cayman Islands
2042,,CYM,Cayman Islands
2043,,CYM,Cayman Islands
2044,,CYM,Cayman Islands
2045,,CYM,Cayman Islands
2046,,CYM,Cayman Islands
2047,,CYM,Cayman Islands
2048,,CYM,Cayman Islands
2049,,CYM,Cayman Islands
2050,,CYM,Cayman Islands
2051,,CYM,Cayman Islands
2052,,CYM,Cayman Islands
2053,,CYM,Cayman Islands
2054,,CYM,Cayman Islands
2055,,CYM,Cayman Islands
2056,,CYM,Cayman Islands
2057,,CYM,Cayman Islands
2058,,CYM,Cayman Islands
2059,,CYM,Cayman Islands
2060,,CYM,Cayman Islands
1960,60.955,KWT,
1961,61.743,KWT,
1962,62.516000000000005,KWT,
1963,63.269,KWT,
1964,63.994,KWT,
1965,64.686,KWT,
1966,65.337,KWT,
1967,65.945,KWT,
1968,66.512,KWT,
1969,67.03699999999999,KWT,
1970,67.524,KWT,
1971,67.97399999999999,KWT,
1972,68.39699999999999,KWT,
1973,68.798,KWT,
1974,69.182,KWT,
1975,69.555,KWT,
1976,69.921,KWT,
1977,70.279,KWT,
1978,70.62899999999999,KWT,
1979,70.97,KWT,
1980,71.298,KWT,
1981,71.609,KWT,
1982,71.898,KWT,
1983,72.16199999999999,KWT,
1984,72.40100000000001,KWT,
1985,72.615,KWT,
1986,72.806,KWT,
1987,72.979,KWT,
1988,73.137,KWT,
1989,73.282,KWT,
1990,73.417,KWT,
1991,73.54,KWT,
1992,73.652,KWT,
1993,73.75399999999999,KWT,
1994,73.847,KWT,
1995,73.933,KWT,
1996,74.013,KWT,
1997,74.089,KWT,
1998,74.161,KWT,
1999,74.233,KWT,
2000,74.303,KWT,
2001,74.37100000000001,KWT,
2002,74.438,KWT,
2003,74.50399999999999,KWT,
2004,74.575,KWT,
2005,74.65899999999999,KWT,
2006,74.764,KWT,
2007,74.89399999999999,KWT,
2008,75.05,KWT,
2009,75.22800000000001,KWT,
2010,75.417,KWT,
2011,75.605,KWT,
2012,75.779,KWT,
2013,75.933,KWT,
2014,76.063,KWT,
2015,76.173,KWT,
2016,76.26899999999999,KWT,
2017,76.36399999999999,KWT,
2018,76.467,KWT,
2019,76.58,KWT,
2020,,KWT,
2021,,KWT,
2022,,KWT,
2023,,KWT,
2024,,KWT,
2025,77.39699999999999,KWT,
2026,,KWT,
2027,,KWT,
2028,,KWT,
2029,,KWT,
2030,78.053,KWT,
2031,,KWT,
2032,,KWT,
2033,,KWT,
2034,,KWT,
2035,78.688,KWT,
2036,,KWT,
2037,,KWT,
2038,,KWT,
2039,,KWT,
2040,79.304,KWT,
2041,,KWT,
2042,,KWT,
2043,,KWT,
2044,,KWT,
2045,79.892,KWT,
2046,,KWT,
2047,,KWT,
2048,,KWT,
2049,,KWT,
2050,80.471,KWT,
1960,,PLW,
1961,,PLW,
1962,,PLW,
1963,,PLW,
1964,,PLW,
1965,,PLW,
1966,,PLW,
1967,,PLW,
1968,,PLW,
1969,,PLW,
1970,,PLW,
1971,,PLW,
1972,,PLW,
1973,,PLW,
1974,,PLW,
1975,,PLW,
1976,,PLW,
1977,,PLW,
1978,,PLW,
1979,,PLW,
1980,,PLW,
1981,,PLW,
1982,,PLW,
1983,,PLW,
1984,,PLW,
1985,,PLW,
1986,,PLW,
1987,,PLW,
1988,,PLW,
1989,,PLW,
1990,74.98,PLW,
1991,,PLW,
1992,,PLW,
1993,,PLW,
1994,,PLW,
1995,76.9,PLW,
1996,,PLW,
1997,,PLW,
1998,,PLW,
1999,,PLW,
2000,74.54,PLW,
2001,,PLW,
2002,,PLW,
2003,,PLW,
2004,,PLW,
2005,72.1,PLW,
2006,,PLW,
2007,,PLW,
2008,,PLW,
2009,,PLW,
2010,,PLW,
2011,,PLW,
2012,,PLW,
2013,,PLW,
2014,,PLW,
2015,,PLW,
2016,,PLW,
2017,,PLW,
2018,,PLW,
2019,,PLW,
2020,,PLW,
2021,,PLW,
2022,,PLW,
2023,,PLW,
2024,,PLW,
2025,,PLW,
2026,,PLW,
2027,,PLW,
2028,,PLW,
2029,,PLW,
2030,,PLW,
2031,,PLW,
2032,,PLW,
2033,,PLW,
2034,,PLW,
2035,,PLW,
2036,,PLW,
2037,,PLW,
2038,,PLW,
2039,,PLW,
2040,,PLW,
2041,,PLW,
2042,,PLW,
2043,,PLW,
2044,,PLW,
2045,,PLW,
2046,,PLW,
2047,,PLW,
2048,,PLW,
2049,,PLW,
2050,,PLW,
1960,49.961999999999996,VUT,
1961,50.483000000000004,VUT,
1962,51.026,VUT,
1963,51.593999999999994,VUT,
1964,52.18600000000001,VUT,
1965,52.79600000000001,VUT,
1966,53.411,VUT,
1967,54.019,VUT,
1968,54.611999999999995,VUT,
1969,55.18600000000001,VUT,
1970,55.743,VUT,
1971,56.288999999999994,VUT,
1972,56.832,VUT,
1973,57.381,VUT,
1974,57.937,VUT,
1975,58.503,VUT,
1976,59.08,VUT,
1977,59.665,VUT,
1978,60.251000000000005,VUT,
1979,60.833999999999996,VUT,
1980,61.409,VUT,
1981,61.971000000000004,VUT,
1982,62.516000000000005,VUT,
1983,63.038999999999994,VUT,
1984,63.536,VUT,
1985,64.003,VUT,
1986,64.436,VUT,
1987,64.837,VUT,
1988,65.209,VUT,
1989,65.554,VUT,
1990,65.87899999999999,VUT,
1991,66.187,VUT,
1992,66.484,VUT,
1993,66.775,VUT,
1994,67.063,VUT,
1995,67.35,VUT,
1996,67.63600000000001,VUT,
1997,67.919,VUT,
1998,68.197,VUT,
1999,68.468,VUT,
2000,68.73,VUT,
2001,68.983,VUT,
2002,69.225,VUT,
2003,69.456,VUT,
2004,69.675,VUT,
2005,69.883,VUT,
2006,70.079,VUT,
2007,70.264,VUT,
2008,70.44,VUT,
2009,70.609,VUT,
2010,70.771,VUT,
2011,70.926,VUT,
2012,71.078,VUT,
2013,71.226,VUT,
2014,71.373,VUT,
2015,71.52199999999999,VUT,
2016,71.67399999999999,VUT,
2017,71.83,VUT,
2018,71.99,VUT,
2019,72.154,VUT,
2020,,VUT,
2021,,VUT,
2022,,VUT,
2023,,VUT,
2024,,VUT,
2025,73.158,VUT,
2026,,VUT,
2027,,VUT,
2028,,VUT,
2029,,VUT,
2030,73.926,VUT,
2031,,VUT,
2032,,VUT,
2033,,VUT,
2034,,VUT,
2035,74.66,VUT,
2036,,VUT,
2037,,VUT,
2038,,VUT,
2039,,VUT,
2040,75.366,VUT,
2041,,VUT,
2042,,VUT,
2043,,VUT,
2044,,VUT,
2045,76.03399999999999,VUT,
2046,,VUT,
2047,,VUT,
2048,,VUT,
2049,,VUT,
2050,76.67699999999999,VUT,
1960,,LIE,
1961,,LIE,
1962,,LIE,
1963,,LIE,
1964,,LIE,
1965,,LIE,
1966,,LIE,
1967,,LIE,
1968,,LIE,
1969,,LIE,
1970,,LIE,
1971,,LIE,
1972,,LIE,
1973,,LIE,
1974,,LIE,
1975,,LIE,
1976,,LIE,
1977,,LIE,
1978,,LIE,
1979,,LIE,
1980,,LIE,
1981,,LIE,
1982,,LIE,
1983,,LIE,
1984,,LIE,
1985,,LIE,
1986,,LIE,
1987,,LIE,
1988,,LIE,
1989,,LIE,
1990,,LIE,
1991,,LIE,
1992,,LIE,
1993,,LIE,
1994,81.7,LIE,
1995,79.9,LIE,
1996,81.6,LIE,
1997,80.4,LIE,
1998,82.1,LIE,
1999,82.9,LIE,
2000,79.9,LIE,
2001,82.4,LIE,
2002,82.3,LIE,
2003,81.6,LIE,
2004,85.1,LIE,
2005,84.1,LIE,
2006,83.1,LIE,
2007,83.6,LIE,
2008,85.5,LIE,
2009,83.6,LIE,
2010,84.3,LIE,
2011,84.2,LIE,
2012,85.2,LIE,
2013,83.9,LIE,
2014,83.2,LIE,
2015,84.5,LIE,
2016,84.0,LIE,
2017,86.0,LIE,
2018,85.5,LIE,
2019,85.5,LIE,
2020,,LIE,
2021,,LIE,
2022,,LIE,
2023,,LIE,
2024,,LIE,
2025,,LIE,
2026,,LIE,
2027,,LIE,
2028,,LIE,
2029,,LIE,
2030,,LIE,
2031,,LIE,
2032,,LIE,
2033,,LIE,
2034,,LIE,
2035,,LIE,
2036,,LIE,
2037,,LIE,
2038,,LIE,
2039,,LIE,
2040,,LIE,
2041,,LIE,
2042,,LIE,
2043,,LIE,
2044,,LIE,
2045,,LIE,
2046,,LIE,
2047,,LIE,
2048,,LIE,
2049,,LIE,
2050,,LIE,
1960,73.1,USA,
1961,73.6,USA,
1962,73.5,USA,
1963,73.4,USA,
1964,73.7,USA,
1965,73.8,USA,
1966,73.9,USA,
1967,74.3,USA,
1968,74.1,USA,
1969,74.4,USA,
1970,74.7,USA,
1971,75.0,USA,
1972,75.1,USA,
1973,75.3,USA,
1974,75.9,USA,
1975,76.6,USA,
1976,76.8,USA,
1977,77.2,USA,
1978,77.3,USA,
1979,77.8,USA,
1980,77.4,USA,
1981,77.8,USA,
1982,78.1,USA,
1983,78.1,USA,
1984,78.2,USA,
1985,78.2,USA,
1986,78.2,USA,
1987,78.3,USA,
1988,78.3,USA,
1989,78.5,USA,
1990,78.8,USA,
1991,78.9,USA,
1992,79.1,USA,
1993,78.8,USA,
1994,79.0,USA,
1995,78.9,USA,
1996,79.1,USA,
1997,79.4,USA,
1998,79.5,USA,
1999,79.4,USA,
2000,79.3,USA,
2001,79.5,USA,
2002,79.6,USA,
2003,79.7,USA,
2004,80.1,USA,
2005,80.1,USA,
2006,80.3,USA,
2007,80.6,USA,
2008,80.6,USA,
2009,80.9,USA,
2010,81.0,USA,
2011,81.1,USA,
2012,81.2,USA,
2013,81.2,USA,
2014,81.3,USA,
2015,81.2,USA,
2016,81.1,USA,
2017,81.1,USA,
2018,81.2,USA,
2019,81.4,USA,
2020,,USA,
2021,,USA,
2022,,USA,
2023,,USA,
2024,,USA,
2025,81.906,USA,
2026,,USA,
2027,,USA,
2028,,USA,
2029,,USA,
2030,82.696,USA,
2031,,USA,
2032,,USA,
2033,,USA,
2034,,USA,
2035,83.454,USA,
2036,,USA,
2037,,USA,
2038,,USA,
2039,,USA,
2040,84.00299999999999,USA,
2041,,USA,
2042,,USA,
2043,,USA,
2044,,USA,
2045,84.556,USA,
2046,,USA,
2047,,USA,
2048,,USA,
2049,,USA,
2050,85.10600000000001,USA,
1960,67.248,HRV,
1961,67.766,HRV,
1962,68.275,HRV,
1963,68.775,HRV,
1964,69.265,HRV,
1965,69.744,HRV,
1966,70.211,HRV,
1967,70.664,HRV,
1968,71.101,HRV,
1969,71.52,HRV,
1970,71.918,HRV,
1971,72.297,HRV,
1972,72.654,HRV,
1973,72.988,HRV,
1974,73.297,HRV,
1975,73.49,HRV,
1976,73.8,HRV,
1977,74.13,HRV,
1978,74.16,HRV,
1979,74.11,HRV,
1980,74.15,HRV,
1981,74.15,HRV,
1982,74.36,HRV,
1983,74.27,HRV,
1984,74.27,HRV,
1985,74.83,HRV,
1986,75.24,HRV,
1987,75.24,HRV,
1988,75.34,HRV,
1989,75.64,HRV,
1990,75.93,HRV,
1991,75.95,HRV,
1992,75.8,HRV,
1993,76.04,HRV,
1994,76.28,HRV,
1995,76.52,HRV,
1996,76.76,HRV,
1997,76.9,HRV,
1998,76.22,HRV,
1999,76.55,HRV,
2000,76.68,HRV,
2001,78.17,HRV,
2002,78.4,HRV,
2003,78.23,HRV,
2004,79.08,HRV,
2005,78.83,HRV,
2006,79.33,HRV,
2007,79.25,HRV,
2008,79.6,HRV,
2009,79.6,HRV,
2010,79.6,HRV,
2011,79.9,HRV,
2012,80.1,HRV,
2013,80.2,HRV,
2014,80.5,HRV,
2015,80.4,HRV,
2016,81.3,HRV,
2017,80.9,HRV,
2018,81.4,HRV,
2019,81.6,HRV,
2020,,HRV,
2021,,HRV,
2022,,HRV,
2023,,HRV,
2024,,HRV,
2025,82.34100000000001,HRV,
2026,,HRV,
2027,,HRV,
2028,,HRV,
2029,,HRV,
2030,82.97200000000001,HRV,
2031,,HRV,
2032,,HRV,
2033,,HRV,
2034,,HRV,
2035,83.588,HRV,
2036,,HRV,
2037,,HRV,
2038,,HRV,
2039,,HRV,
2040,84.182,HRV,
2041,,HRV,
2042,,HRV,
2043,,HRV,
2044,,HRV,
2045,84.762,HRV,
2046,,HRV,
2047,,HRV,
2048,,HRV,
2049,,HRV,
2050,85.33200000000001,HRV,
1960,64.961,MNE,
1961,65.661,MNE,
1962,66.368,MNE,
1963,67.072,MNE,
1964,67.767,MNE,
1965,68.464,MNE,
1966,69.183,MNE,
1967,69.936,MNE,
1968,70.726,MNE,
1969,71.539,MNE,
1970,72.351,MNE,
1971,73.131,MNE,
1972,73.84899999999999,MNE,
1973,74.482,MNE,
1974,75.016,MNE,
1975,75.441,MNE,
1976,75.756,MNE,
1977,75.982,MNE,
1978,76.141,MNE,
1979,76.25,MNE,
1980,76.329,MNE,
1981,76.395,MNE,
1982,76.46,MNE,
1983,76.536,MNE,
1984,76.633,MNE,
1985,76.763,MNE,
1986,76.936,MNE,
1987,77.141,MNE,
1988,77.36,MNE,
1989,77.574,MNE,
1990,77.74600000000001,MNE,
1991,77.832,MNE,
1992,77.812,MNE,
1993,77.68,MNE,
1994,77.446,MNE,
1995,77.142,MNE,
1996,76.812,MNE,
1997,76.508,MNE,
1998,76.268,MNE,
1999,76.11,MNE,
2000,76.035,MNE,
2001,76.02199999999999,MNE,
2002,76.04,MNE,
2003,76.068,MNE,
2004,76.10600000000001,MNE,
2005,76.172,MNE,
2006,76.291,MNE,
2007,76.484,MNE,
2008,76.755,MNE,
2009,77.094,MNE,
2010,77.472,MNE,
2011,77.855,MNE,
2012,78.208,MNE,
2013,78.50399999999999,MNE,
2014,78.734,MNE,
2015,78.899,MNE,
2016,79.013,MNE,
2017,79.105,MNE,
2018,79.199,MNE,
2019,79.303,MNE,
2020,,MNE,
2021,,MNE,
2022,,MNE,
2023,,MNE,
2024,,MNE,
2025,80.104,MNE,
2026,,MNE,
2027,,MNE,
2028,,MNE,
2029,,MNE,
2030,80.749,MNE,
2031,,MNE,
2032,,MNE,
2033,,MNE,
2034,,MNE,
2035,81.368,MNE,
2036,,MNE,
2037,,MNE,
2038,,MNE,
2039,,MNE,
2040,81.96799999999999,MNE,
2041,,MNE,
2042,,MNE,
2043,,MNE,
2044,,MNE,
2045,82.54700000000001,MNE,
2046,,MNE,
2047,,MNE,
2048,,MNE,
2049,,MNE,
2050,83.11200000000001,MNE,
1960,33.293,GMB,
1961,33.58,GMB,
1962,33.917,GMB,
1963,34.318000000000005,GMB,
1964,34.792,GMB,
1965,35.345,GMB,
1966,35.982,GMB,
1967,36.692,GMB,
1968,37.461,GMB,
1969,38.277,GMB,
1970,39.128,GMB,
1971,40.001,GMB,
1972,40.884,GMB,
1973,41.766000000000005,GMB,
1974,42.638999999999996,GMB,
1975,43.497,GMB,
1976,44.343999999999994,GMB,
1977,45.183,GMB,
1978,46.018,GMB,
1979,46.843,GMB,
1980,47.655,GMB,
1981,48.453,GMB,
1982,49.231,GMB,
1983,49.979,GMB,
1984,50.69,GMB,
1985,51.345,GMB,
1986,51.926,GMB,
1987,52.43,GMB,
1988,52.858000000000004,GMB,
1989,53.221000000000004,GMB,
1990,53.538000000000004,GMB,
1991,53.832,GMB,
1992,54.128,GMB,
1993,54.446000000000005,GMB,
1994,54.794,GMB,
1995,55.173,GMB,
1996,55.575,GMB,
1997,55.982,GMB,
1998,56.382,GMB,
1999,56.771,GMB,
2000,57.153,GMB,
2001,57.536,GMB,
2002,57.927,GMB,
2003,58.328,GMB,
2004,58.738,GMB,
2005,59.15,GMB,
2006,59.553999999999995,GMB,
2007,59.942,GMB,
2008,60.306000000000004,GMB,
2009,60.645,GMB,
2010,60.957,GMB,
2011,61.242,GMB,
2012,61.508,GMB,
2013,61.763999999999996,GMB,
2014,62.016999999999996,GMB,
2015,62.275,GMB,
2016,62.548,GMB,
2017,62.84,GMB,
2018,63.151,GMB,
2019,63.481,GMB,
2020,,GMB,
2021,,GMB,
2022,,GMB,
2023,,GMB,
2024,,GMB,
2025,65.518,GMB,
2026,,GMB,
2027,,GMB,
2028,,GMB,
2029,,GMB,
2030,66.896,GMB,
2031,,GMB,
2032,,GMB,
2033,,GMB,
2034,,GMB,
2035,68.079,GMB,
2036,,GMB,
2037,,GMB,
2038,,GMB,
2039,,GMB,
2040,69.11,GMB,
2041,,GMB,
2042,,GMB,
2043,,GMB,
2044,,GMB,
2045,70.051,GMB,
2046,,GMB,
2047,,GMB,
2048,,GMB,
2049,,GMB,
2050,70.92699999999999,GMB,
1960,71.03,BGR,
1961,72.06,BGR,
1962,71.3,BGR,
1963,72.02,BGR,
1964,72.96,BGR,
1965,73.23,BGR,
1966,73.18,BGR,
1967,72.56,BGR,
1968,73.32,BGR,
1969,72.74,BGR,
1970,73.51,BGR,
1971,73.24,BGR,
1972,73.23,BGR,
1973,73.77,BGR,
1974,73.6,BGR,
1975,73.58,BGR,
1976,73.92,BGR,
1977,73.5,BGR,
1978,73.72,BGR,
1979,74.11,BGR,
1980,73.99,BGR,
1981,74.43,BGR,
1982,74.08,BGR,
1983,74.48,BGR,
1984,74.66,BGR,
1985,74.46,BGR,
1986,75.06,BGR,
1987,74.81,BGR,
1988,74.99,BGR,
1989,75.19,BGR,
1990,75.15,BGR,
1991,74.88,BGR,
1992,75.09,BGR,
1993,75.26,BGR,
1994,75.25,BGR,
1995,74.9,BGR,
1996,74.58,BGR,
1997,73.87,BGR,
1998,74.8,BGR,
1999,75.1,BGR,
2000,75.3,BGR,
2001,75.2,BGR,
2002,75.4,BGR,
2003,75.6,BGR,
2004,76.2,BGR,
2005,76.3,BGR,
2006,76.3,BGR,
2007,76.3,BGR,
2008,76.6,BGR,
2009,77.1,BGR,
2010,77.2,BGR,
2011,77.8,BGR,
2012,77.9,BGR,
2013,78.6,BGR,
2014,78.0,BGR,
2015,78.2,BGR,
2016,78.5,BGR,
2017,78.4,BGR,
2018,78.6,BGR,
2019,78.5,BGR,
2020,,BGR,
2021,,BGR,
2022,,BGR,
2023,,BGR,
2024,,BGR,
2025,79.352,BGR,
2026,,BGR,
2027,,BGR,
2028,,BGR,
2029,,BGR,
2030,79.922,BGR,
2031,,BGR,
2032,,BGR,
2033,,BGR,
2034,,BGR,
2035,80.476,BGR,
2036,,BGR,
2037,,BGR,
2038,,BGR,
2039,,BGR,
2040,81.027,BGR,
2041,,BGR,
2042,,BGR,
2043,,BGR,
2044,,BGR,
2045,81.567,BGR,
2046,,BGR,
2047,,BGR,
2048,,BGR,
2049,,BGR,
2050,82.09,BGR,
1960,60.464,VCT,
1961,61.14,VCT,
1962,61.763000000000005,VCT,
1963,62.33,VCT,
1964,62.843999999999994,VCT,
1965,63.309,VCT,
1966,63.733000000000004,VCT,
1967,64.126,VCT,
1968,64.499,VCT,
1969,64.862,VCT,
1970,65.221,VCT,
1971,65.581,VCT,
1972,65.943,VCT,
1973,66.306,VCT,
1974,66.675,VCT,
1975,67.053,VCT,
1976,67.444,VCT,
1977,67.846,VCT,
1978,68.256,VCT,
1979,68.672,VCT,
1980,69.09100000000001,VCT,
1981,69.515,VCT,
1982,69.936,VCT,
1983,70.348,VCT,
1984,70.74,VCT,
1985,71.097,VCT,
1986,71.403,VCT,
1987,71.652,VCT,
1988,71.843,VCT,
1989,71.977,VCT,
1990,72.062,VCT,
1991,72.105,VCT,
1992,72.126,VCT,
1993,72.14,VCT,
1994,72.16199999999999,VCT,
1995,72.204,VCT,
1996,72.277,VCT,
1997,72.378,VCT,
1998,72.507,VCT,
1999,72.66199999999999,VCT,
2000,72.839,VCT,
2001,73.033,VCT,
2002,73.233,VCT,
2003,73.429,VCT,
2004,73.61399999999999,VCT,
2005,73.783,VCT,
2006,73.93,VCT,
2007,74.056,VCT,
2008,74.164,VCT,
2009,74.256,VCT,
2010,74.335,VCT,
2011,74.404,VCT,
2012,74.47,VCT,
2013,74.53699999999999,VCT,
2014,74.609,VCT,
2015,74.692,VCT,
2016,74.786,VCT,
2017,74.892,VCT,
2018,75.007,VCT,
2019,75.131,VCT,
2020,,VCT,
2021,,VCT,
2022,,VCT,
2023,,VCT,
2024,,VCT,
2025,75.957,VCT,
2026,,VCT,
2027,,VCT,
2028,,VCT,
2029,,VCT,
2030,76.61399999999999,VCT,
2031,,VCT,
2032,,VCT,
2033,,VCT,
2034,,VCT,
2035,77.242,VCT,
2036,,VCT,
2037,,VCT,
2038,,VCT,
2039,,VCT,
2040,77.862,VCT,
2041,,VCT,
2042,,VCT,
2043,,VCT,
2044,,VCT,
2045,78.473,VCT,
2046,,VCT,
2047,,VCT,
2048,,VCT,
2049,,VCT,
2050,79.063,VCT,
1960,46.148,GHA,
1961,46.615,GHA,
1962,47.059,GHA,
1963,47.48,GHA,
1964,47.879,GHA,
1965,48.263999999999996,GHA,
1966,48.646,GHA,
1967,49.033,GHA,
1968,49.431999999999995,GHA,
1969,49.843,GHA,
1970,50.26,GHA,
1971,50.674,GHA,
1972,51.076,GHA,
1973,51.455,GHA,
1974,51.81100000000001,GHA,
1975,52.138999999999996,GHA,
1976,52.44,GHA,
1977,52.718999999999994,GHA,
1978,52.986999999999995,GHA,
1979,53.251000000000005,GHA,
1980,53.52,GHA,
1981,53.803999999999995,GHA,
1982,54.11,GHA,
1983,54.442,GHA,
1984,54.805,GHA,
1985,55.214,GHA,
1986,55.687,GHA,
1987,56.216,GHA,
1988,56.78,GHA,
1989,57.353,GHA,
1990,57.88,GHA,
1991,58.301,GHA,
1992,58.58,GHA,
1993,58.701,GHA,
1994,58.673,GHA,
1995,58.522,GHA,
1996,58.292,GHA,
1997,58.05,GHA,
1998,57.856,GHA,
1999,57.748999999999995,GHA,
2000,57.763999999999996,GHA,
2001,57.925,GHA,
2002,58.211999999999996,GHA,
2003,58.601000000000006,GHA,
2004,59.074,GHA,
2005,59.601000000000006,GHA,
2006,60.144,GHA,
2007,60.67100000000001,GHA,
2008,61.156000000000006,GHA,
2009,61.586000000000006,GHA,
2010,61.966,GHA,
2011,62.31,GHA,
2012,62.648,GHA,
2013,62.998999999999995,GHA,
2014,63.36600000000001,GHA,
2015,63.747,GHA,
2016,64.13,GHA,
2017,64.503,GHA,
2018,64.852,GHA,
2019,65.17699999999999,GHA,
2020,,GHA,
2021,,GHA,
2022,,GHA,
2023,,GHA,
2024,,GHA,
2025,66.801,GHA,
2026,,GHA,
2027,,GHA,
2028,,GHA,
2029,,GHA,
2030,68.03,GHA,
2031,,GHA,
2032,,GHA,
2033,,GHA,
2034,,GHA,
2035,69.12899999999999,GHA,
2036,,GHA,
2037,,GHA,
2038,,GHA,
2039,,GHA,
2040,70.14699999999999,GHA,
2041,,GHA,
2042,,GHA,
2043,,GHA,
2044,,GHA,
2045,71.092,GHA,
2046,,GHA,
2047,,GHA,
2048,,GHA,
2049,,GHA,
2050,71.959,GHA,
1960,69.057,ARM,
1961,69.48100000000001,ARM,
1962,69.908,ARM,
1963,70.336,ARM,
1964,70.76100000000001,ARM,
1965,71.182,ARM,
1966,71.597,ARM,
1967,72.002,ARM,
1968,72.389,ARM,
1969,72.748,ARM,
1970,73.063,ARM,
1971,73.317,ARM,
1972,73.503,ARM,
1973,73.623,ARM,
1974,73.683,ARM,
1975,73.706,ARM,
1976,73.725,ARM,
1977,73.76,ARM,
1978,73.818,ARM,
1979,73.885,ARM,
1980,73.917,ARM,
1981,73.84899999999999,ARM,
1982,73.643,ARM,
1983,73.28699999999999,ARM,
1984,72.805,ARM,
1985,72.251,ARM,
1986,71.7,ARM,
1987,71.232,ARM,
1988,70.908,ARM,
1989,70.755,ARM,
1990,70.782,ARM,
1991,70.969,ARM,
1992,71.26,ARM,
1993,71.607,ARM,
1994,71.985,ARM,
1995,72.38,ARM,
1996,72.78699999999999,ARM,
1997,73.21,ARM,
1998,73.643,ARM,
1999,74.07,ARM,
2000,74.469,ARM,
2001,74.817,ARM,
2002,75.10600000000001,ARM,
2003,75.335,ARM,
2004,75.509,ARM,
2005,75.641,ARM,
2006,75.751,ARM,
2007,75.866,ARM,
2008,76.00399999999999,ARM,
2009,76.17399999999999,ARM,
2010,76.383,ARM,
2011,76.62899999999999,ARM,
2012,76.89699999999999,ARM,
2013,77.172,ARM,
2014,77.446,ARM,
2015,77.708,ARM,
2016,77.949,ARM,
2017,78.165,ARM,
2018,78.354,ARM,
2019,78.516,ARM,
2020,,ARM,
2021,,ARM,
2022,,ARM,
2023,,ARM,
2024,,ARM,
2025,79.199,ARM,
2026,,ARM,
2027,,ARM,
2028,,ARM,
2029,,ARM,
2030,79.782,ARM,
2031,,ARM,
2032,,ARM,
2033,,ARM,
2034,,ARM,
2035,80.357,ARM,
2036,,ARM,
2037,,ARM,
2038,,ARM,
2039,,ARM,
2040,80.922,ARM,
2041,,ARM,
2042,,ARM,
2043,,ARM,
2044,,ARM,
2045,81.476,ARM,
2046,,ARM,
2047,,ARM,
2048,,ARM,
2049,,ARM,
2050,82.025,ARM,
1960,,TCA,
1961,,TCA,
1962,,TCA,
1963,,TCA,
1964,,TCA,
1965,,TCA,
1966,,TCA,
1967,,TCA,
1968,,TCA,
1969,,TCA,
1970,,TCA,
1971,,TCA,
1972,,TCA,
1973,,TCA,
1974,,TCA,
1975,,TCA,
